"","Official.Name","Display.Name","System.Name","Asset.Number","Location","Affiliation","Category","Primary.Use","UBC.Code","Planning","Condition","Operations","Ownership","Financing","Address.Code","Floors","Height","Footprint","Basic.Gross","C.U.Gross","Circulation","Custodial","Mechanical","Parking","Toilet","Non.Assigned","Assignable","Space.Count","Net.Usable","Structural","Outside.Gross","Related.Gross","Maintained.Gross","Janitorized","Constructed","Occupied","Renovated","Vacated","Demolished","Construction","Capitalized","Replacement","Last.Reviewed","Prim..Usage..Percent.of.Net.Useable.","Primary.Usage..Type.","Prmary.Usage..SF.","Top.Org.with.Most.Space","Source...Campus.Steam.Loop","Sec..Usage..Percent.","Source...Campus.CHW.Loop","Secondary.Usage..Type.","Secondary.Usage..SF.","Dept..with.Most.Space","CAAN.x","CHW.Metered","Steam.Metered","Floor.Plans.PDF","CAAN.y","Utility","Var","WebUrl"
"303","Center for Comparative Medicine","Center for Comparative Medicine","CTR COMP MED","4684","03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","1 - Fire Resistive","P - Permanent","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","UC - UC Owned, UC Constructed","G100 - Garamendi: OMP 100% Other Funding","COUNTY ROAD 98",2,32,14279,28902,145,6510,97,976,0,488,8071,17632,57,25703,3199,29047,28975,28975,25703,1998,"1998-10-01T07:00:00Z",NA,NA,NA,0,14544450,19934883,"2014-02-05T08:00:00Z",82,"Laboratory",14932,"SCHOOL OF VETERINARY MEDICINE","No",14,"No","Office",2642,"CENTER FOR COMPARATIVE MEDICINE","4684","No","No","4684","4684","Electricity","Rollover Count Month","A0EbgZy4oKQ9kiBiZJTW7eugwJEcdbzYLtkab90t_9fk0oQcXxy4cK-rQYaS3Ry2d8lUQVVRJTC1BRlxDRUZTXFVDREFWSVNcQlVJTERJTkdTXENFTlRFUiBGT1IgQ09NUEFSQVRJVkUgTUVESUNJTkVcRUxFQ1RSSUNJVFl8Uk9MTE9WRVIgQ09VTlQgTU9OVEg"
"304","Center for Comparative Medicine","Center for Comparative Medicine","CTR COMP MED","4684","03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","1 - Fire Resistive","P - Permanent","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","UC - UC Owned, UC Constructed","G100 - Garamendi: OMP 100% Other Funding","COUNTY ROAD 98",2,32,14279,28902,145,6510,97,976,0,488,8071,17632,57,25703,3199,29047,28975,28975,25703,1998,"1998-10-01T07:00:00Z",NA,NA,NA,0,14544450,19934883,"2014-02-05T08:00:00Z",82,"Laboratory",14932,"SCHOOL OF VETERINARY MEDICINE","No",14,"No","Office",2642,"CENTER FOR COMPARATIVE MEDICINE","4684","No","No","4684","4684","Steam","BuildingName","A0EbgZy4oKQ9kiBiZJTW7eugwfUe-7i435hGcC_RciafIiAc6XSPcB6PVcHLYIg9JpFtgVVRJTC1BRlxDRUZTXFVDREFWSVNcQlVJTERJTkdTXENFTlRFUiBGT1IgQ09NUEFSQVRJVkUgTUVESUNJTkVcU1RFQU18QlVJTERJTkdOQU1F"
"305","Center for Comparative Medicine","Center for Comparative Medicine","CTR COMP MED","4684","03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","1 - Fire Resistive","P - Permanent","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","UC - UC Owned, UC Constructed","G100 - Garamendi: OMP 100% Other Funding","COUNTY ROAD 98",2,32,14279,28902,145,6510,97,976,0,488,8071,17632,57,25703,3199,29047,28975,28975,25703,1998,"1998-10-01T07:00:00Z",NA,NA,NA,0,14544450,19934883,"2014-02-05T08:00:00Z",82,"Laboratory",14932,"SCHOOL OF VETERINARY MEDICINE","No",14,"No","Office",2642,"CENTER FOR COMPARATIVE MEDICINE","4684","No","No","4684","4684","ChilledWater","Cooling Degree Days","A0EbgZy4oKQ9kiBiZJTW7eugwHOGLq_WH5RGdEZiQlqSuWwcyVSLUL5JVAwjhXtqAo5mAVVRJTC1BRlxDRUZTXFVDREFWSVNcQlVJTERJTkdTXENFTlRFUiBGT1IgQ09NUEFSQVRJVkUgTUVESUNJTkVcQ0hJTExFRFdBVEVSfENPT0xJTkcgREVHUkVFIERBWVM"
"306","Center for Comparative Medicine","Center for Comparative Medicine","CTR COMP MED","4684","03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","1 - Fire Resistive","P - Permanent","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","UC - UC Owned, UC Constructed","G100 - Garamendi: OMP 100% Other Funding","COUNTY ROAD 98",2,32,14279,28902,145,6510,97,976,0,488,8071,17632,57,25703,3199,29047,28975,28975,25703,1998,"1998-10-01T07:00:00Z",NA,NA,NA,0,14544450,19934883,"2014-02-05T08:00:00Z",82,"Laboratory",14932,"SCHOOL OF VETERINARY MEDICINE","No",14,"No","Office",2642,"CENTER FOR COMPARATIVE MEDICINE","4684","No","No","4684","4684","Steam","Prefix","A0EbgZy4oKQ9kiBiZJTW7eugwfUe-7i435hGcC_RciafIiA5oloHtx_2VABaFoI8pvMpwVVRJTC1BRlxDRUZTXFVDREFWSVNcQlVJTERJTkdTXENFTlRFUiBGT1IgQ09NUEFSQVRJVkUgTUVESUNJTkVcU1RFQU18UFJFRklY"
"307","Center for Comparative Medicine","Center for Comparative Medicine","CTR COMP MED","4684","03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","1 - Fire Resistive","P - Permanent","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","UC - UC Owned, UC Constructed","G100 - Garamendi: OMP 100% Other Funding","COUNTY ROAD 98",2,32,14279,28902,145,6510,97,976,0,488,8071,17632,57,25703,3199,29047,28975,28975,25703,1998,"1998-10-01T07:00:00Z",NA,NA,NA,0,14544450,19934883,"2014-02-05T08:00:00Z",82,"Laboratory",14932,"SCHOOL OF VETERINARY MEDICINE","No",14,"No","Office",2642,"CENTER FOR COMPARATIVE MEDICINE","4684","No","No","4684","4684","Steam","Monthly Average HDD","A0EbgZy4oKQ9kiBiZJTW7eugwfUe-7i435hGcC_RciafIiATDIh1A6wvFQjy788tA6s_AVVRJTC1BRlxDRUZTXFVDREFWSVNcQlVJTERJTkdTXENFTlRFUiBGT1IgQ09NUEFSQVRJVkUgTUVESUNJTkVcU1RFQU18TU9OVEhMWSBBVkVSQUdFIEhERA"
"308","Center for Comparative Medicine","Center for Comparative Medicine","CTR COMP MED","4684","03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","1 - Fire Resistive","P - Permanent","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","UC - UC Owned, UC Constructed","G100 - Garamendi: OMP 100% Other Funding","COUNTY ROAD 98",2,32,14279,28902,145,6510,97,976,0,488,8071,17632,57,25703,3199,29047,28975,28975,25703,1998,"1998-10-01T07:00:00Z",NA,NA,NA,0,14544450,19934883,"2014-02-05T08:00:00Z",82,"Laboratory",14932,"SCHOOL OF VETERINARY MEDICINE","No",14,"No","Office",2642,"CENTER FOR COMPARATIVE MEDICINE","4684","No","No","4684","4684","Steam","Monthly Average CDD","A0EbgZy4oKQ9kiBiZJTW7eugwfUe-7i435hGcC_RciafIiArMvZ_fiFGVYJ25kyQCiGoAVVRJTC1BRlxDRUZTXFVDREFWSVNcQlVJTERJTkdTXENFTlRFUiBGT1IgQ09NUEFSQVRJVkUgTUVESUNJTkVcU1RFQU18TU9OVEhMWSBBVkVSQUdFIENERA"
"309","Center for Comparative Medicine","Center for Comparative Medicine","CTR COMP MED","4684","03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","1 - Fire Resistive","P - Permanent","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","UC - UC Owned, UC Constructed","G100 - Garamendi: OMP 100% Other Funding","COUNTY ROAD 98",2,32,14279,28902,145,6510,97,976,0,488,8071,17632,57,25703,3199,29047,28975,28975,25703,1998,"1998-10-01T07:00:00Z",NA,NA,NA,0,14544450,19934883,"2014-02-05T08:00:00Z",82,"Laboratory",14932,"SCHOOL OF VETERINARY MEDICINE","No",14,"No","Office",2642,"CENTER FOR COMPARATIVE MEDICINE","4684","No","No","4684","4684","ChilledWater","Current Month","A0EbgZy4oKQ9kiBiZJTW7eugwHOGLq_WH5RGdEZiQlqSuWwMYe02Za2flgSK-R2WyHntwVVRJTC1BRlxDRUZTXFVDREFWSVNcQlVJTERJTkdTXENFTlRFUiBGT1IgQ09NUEFSQVRJVkUgTUVESUNJTkVcQ0hJTExFRFdBVEVSfENVUlJFTlQgTU9OVEg"
"310","Center for Comparative Medicine","Center for Comparative Medicine","CTR COMP MED","4684","03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","1 - Fire Resistive","P - Permanent","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","UC - UC Owned, UC Constructed","G100 - Garamendi: OMP 100% Other Funding","COUNTY ROAD 98",2,32,14279,28902,145,6510,97,976,0,488,8071,17632,57,25703,3199,29047,28975,28975,25703,1998,"1998-10-01T07:00:00Z",NA,NA,NA,0,14544450,19934883,"2014-02-05T08:00:00Z",82,"Laboratory",14932,"SCHOOL OF VETERINARY MEDICINE","No",14,"No","Office",2642,"CENTER FOR COMPARATIVE MEDICINE","4684","No","No","4684","4684","Steam","HourlyUsage","A0EbgZy4oKQ9kiBiZJTW7eugwfUe-7i435hGcC_RciafIiAMQ1vl0WSaVY_dj2uxxOmYwVVRJTC1BRlxDRUZTXFVDREFWSVNcQlVJTERJTkdTXENFTlRFUiBGT1IgQ09NUEFSQVRJVkUgTUVESUNJTkVcU1RFQU18SE9VUkxZVVNBR0U"
"311","Center for Comparative Medicine","Center for Comparative Medicine","CTR COMP MED","4684","03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","1 - Fire Resistive","P - Permanent","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","UC - UC Owned, UC Constructed","G100 - Garamendi: OMP 100% Other Funding","COUNTY ROAD 98",2,32,14279,28902,145,6510,97,976,0,488,8071,17632,57,25703,3199,29047,28975,28975,25703,1998,"1998-10-01T07:00:00Z",NA,NA,NA,0,14544450,19934883,"2014-02-05T08:00:00Z",82,"Laboratory",14932,"SCHOOL OF VETERINARY MEDICINE","No",14,"No","Office",2642,"CENTER FOR COMPARATIVE MEDICINE","4684","No","No","4684","4684","Electricity","Sq Ft.","A0EbgZy4oKQ9kiBiZJTW7eugwJEcdbzYLtkab90t_9fk0oQj2AyQjNFPwQplJd5gAZsJwVVRJTC1BRlxDRUZTXFVDREFWSVNcQlVJTERJTkdTXENFTlRFUiBGT1IgQ09NUEFSQVRJVkUgTUVESUNJTkVcRUxFQ1RSSUNJVFl8U1EgRlQu"
"312","Center for Comparative Medicine","Center for Comparative Medicine","CTR COMP MED","4684","03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","1 - Fire Resistive","P - Permanent","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","UC - UC Owned, UC Constructed","G100 - Garamendi: OMP 100% Other Funding","COUNTY ROAD 98",2,32,14279,28902,145,6510,97,976,0,488,8071,17632,57,25703,3199,29047,28975,28975,25703,1998,"1998-10-01T07:00:00Z",NA,NA,NA,0,14544450,19934883,"2014-02-05T08:00:00Z",82,"Laboratory",14932,"SCHOOL OF VETERINARY MEDICINE","No",14,"No","Office",2642,"CENTER FOR COMPARATIVE MEDICINE","4684","No","No","4684","4684","Electricity","Rollover Count Year","A0EbgZy4oKQ9kiBiZJTW7eugwJEcdbzYLtkab90t_9fk0oQG-A5_30eWgQw_S6WU0QHjgVVRJTC1BRlxDRUZTXFVDREFWSVNcQlVJTERJTkdTXENFTlRFUiBGT1IgQ09NUEFSQVRJVkUgTUVESUNJTkVcRUxFQ1RSSUNJVFl8Uk9MTE9WRVIgQ09VTlQgWUVBUg"
"313","Center for Comparative Medicine","Center for Comparative Medicine","CTR COMP MED","4684","03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","1 - Fire Resistive","P - Permanent","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","UC - UC Owned, UC Constructed","G100 - Garamendi: OMP 100% Other Funding","COUNTY ROAD 98",2,32,14279,28902,145,6510,97,976,0,488,8071,17632,57,25703,3199,29047,28975,28975,25703,1998,"1998-10-01T07:00:00Z",NA,NA,NA,0,14544450,19934883,"2014-02-05T08:00:00Z",82,"Laboratory",14932,"SCHOOL OF VETERINARY MEDICINE","No",14,"No","Office",2642,"CENTER FOR COMPARATIVE MEDICINE","4684","No","No","4684","4684","Steam","Heating Degree Days","A0EbgZy4oKQ9kiBiZJTW7eugwfUe-7i435hGcC_RciafIiAD26hKVB5oF8bZpO624O-jAVVRJTC1BRlxDRUZTXFVDREFWSVNcQlVJTERJTkdTXENFTlRFUiBGT1IgQ09NUEFSQVRJVkUgTUVESUNJTkVcU1RFQU18SEVBVElORyBERUdSRUUgREFZUw"
"314","Center for Comparative Medicine","Center for Comparative Medicine","CTR COMP MED","4684","03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","1 - Fire Resistive","P - Permanent","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","UC - UC Owned, UC Constructed","G100 - Garamendi: OMP 100% Other Funding","COUNTY ROAD 98",2,32,14279,28902,145,6510,97,976,0,488,8071,17632,57,25703,3199,29047,28975,28975,25703,1998,"1998-10-01T07:00:00Z",NA,NA,NA,0,14544450,19934883,"2014-02-05T08:00:00Z",82,"Laboratory",14932,"SCHOOL OF VETERINARY MEDICINE","No",14,"No","Office",2642,"CENTER FOR COMPARATIVE MEDICINE","4684","No","No","4684","4684","Steam","Normalized Monthly Usage","A0EbgZy4oKQ9kiBiZJTW7eugwfUe-7i435hGcC_RciafIiAmlBjWcRNX1A40-llwpfRnwVVRJTC1BRlxDRUZTXFVDREFWSVNcQlVJTERJTkdTXENFTlRFUiBGT1IgQ09NUEFSQVRJVkUgTUVESUNJTkVcU1RFQU18Tk9STUFMSVpFRCBNT05USExZIFVTQUdF"
"315","Center for Comparative Medicine","Center for Comparative Medicine","CTR COMP MED","4684","03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","1 - Fire Resistive","P - Permanent","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","UC - UC Owned, UC Constructed","G100 - Garamendi: OMP 100% Other Funding","COUNTY ROAD 98",2,32,14279,28902,145,6510,97,976,0,488,8071,17632,57,25703,3199,29047,28975,28975,25703,1998,"1998-10-01T07:00:00Z",NA,NA,NA,0,14544450,19934883,"2014-02-05T08:00:00Z",82,"Laboratory",14932,"SCHOOL OF VETERINARY MEDICINE","No",14,"No","Office",2642,"CENTER FOR COMPARATIVE MEDICINE","4684","No","No","4684","4684","ChilledWater","Daily Baseline Usage (Yesterday)","A0EbgZy4oKQ9kiBiZJTW7eugwHOGLq_WH5RGdEZiQlqSuWwf0xAXb5i7lk6thuyoCTD2gVVRJTC1BRlxDRUZTXFVDREFWSVNcQlVJTERJTkdTXENFTlRFUiBGT1IgQ09NUEFSQVRJVkUgTUVESUNJTkVcQ0hJTExFRFdBVEVSfERBSUxZIEJBU0VMSU5FIFVTQUdFIChZRVNURVJEQVkp"
"316","Center for Comparative Medicine","Center for Comparative Medicine","CTR COMP MED","4684","03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","1 - Fire Resistive","P - Permanent","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","UC - UC Owned, UC Constructed","G100 - Garamendi: OMP 100% Other Funding","COUNTY ROAD 98",2,32,14279,28902,145,6510,97,976,0,488,8071,17632,57,25703,3199,29047,28975,28975,25703,1998,"1998-10-01T07:00:00Z",NA,NA,NA,0,14544450,19934883,"2014-02-05T08:00:00Z",82,"Laboratory",14932,"SCHOOL OF VETERINARY MEDICINE","No",14,"No","Office",2642,"CENTER FOR COMPARATIVE MEDICINE","4684","No","No","4684","4684","Electricity","Demand_kBtu","A0EbgZy4oKQ9kiBiZJTW7eugwJEcdbzYLtkab90t_9fk0oQHWUAJl3ZGw0IaItzUWLfiwVVRJTC1BRlxDRUZTXFVDREFWSVNcQlVJTERJTkdTXENFTlRFUiBGT1IgQ09NUEFSQVRJVkUgTUVESUNJTkVcRUxFQ1RSSUNJVFl8REVNQU5EX0tCVFU"
"317","Center for Comparative Medicine","Center for Comparative Medicine","CTR COMP MED","4684","03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","1 - Fire Resistive","P - Permanent","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","UC - UC Owned, UC Constructed","G100 - Garamendi: OMP 100% Other Funding","COUNTY ROAD 98",2,32,14279,28902,145,6510,97,976,0,488,8071,17632,57,25703,3199,29047,28975,28975,25703,1998,"1998-10-01T07:00:00Z",NA,NA,NA,0,14544450,19934883,"2014-02-05T08:00:00Z",82,"Laboratory",14932,"SCHOOL OF VETERINARY MEDICINE","No",14,"No","Office",2642,"CENTER FOR COMPARATIVE MEDICINE","4684","No","No","4684","4684","ChilledWater","Prefix","A0EbgZy4oKQ9kiBiZJTW7eugwHOGLq_WH5RGdEZiQlqSuWwP0zRkQACFlcstjr2LcrwfgVVRJTC1BRlxDRUZTXFVDREFWSVNcQlVJTERJTkdTXENFTlRFUiBGT1IgQ09NUEFSQVRJVkUgTUVESUNJTkVcQ0hJTExFRFdBVEVSfFBSRUZJWA"
"318","Center for Comparative Medicine","Center for Comparative Medicine","CTR COMP MED","4684","03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","1 - Fire Resistive","P - Permanent","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","UC - UC Owned, UC Constructed","G100 - Garamendi: OMP 100% Other Funding","COUNTY ROAD 98",2,32,14279,28902,145,6510,97,976,0,488,8071,17632,57,25703,3199,29047,28975,28975,25703,1998,"1998-10-01T07:00:00Z",NA,NA,NA,0,14544450,19934883,"2014-02-05T08:00:00Z",82,"Laboratory",14932,"SCHOOL OF VETERINARY MEDICINE","No",14,"No","Office",2642,"CENTER FOR COMPARATIVE MEDICINE","4684","No","No","4684","4684","Electricity","Electricity_EUI","A0EbgZy4oKQ9kiBiZJTW7eugwJEcdbzYLtkab90t_9fk0oQ4FCQesY8rw4Ezc7BaCzTlQVVRJTC1BRlxDRUZTXFVDREFWSVNcQlVJTERJTkdTXENFTlRFUiBGT1IgQ09NUEFSQVRJVkUgTUVESUNJTkVcRUxFQ1RSSUNJVFl8RUxFQ1RSSUNJVFlfRVVJ"
"319","Center for Comparative Medicine","Center for Comparative Medicine","CTR COMP MED","4684","03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","1 - Fire Resistive","P - Permanent","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","UC - UC Owned, UC Constructed","G100 - Garamendi: OMP 100% Other Funding","COUNTY ROAD 98",2,32,14279,28902,145,6510,97,976,0,488,8071,17632,57,25703,3199,29047,28975,28975,25703,1998,"1998-10-01T07:00:00Z",NA,NA,NA,0,14544450,19934883,"2014-02-05T08:00:00Z",82,"Laboratory",14932,"SCHOOL OF VETERINARY MEDICINE","No",14,"No","Office",2642,"CENTER FOR COMPARATIVE MEDICINE","4684","No","No","4684","4684","Steam","Demand_kBtu","A0EbgZy4oKQ9kiBiZJTW7eugwfUe-7i435hGcC_RciafIiAFQVZoyz6uVsMmIDT1Bad6gVVRJTC1BRlxDRUZTXFVDREFWSVNcQlVJTERJTkdTXENFTlRFUiBGT1IgQ09NUEFSQVRJVkUgTUVESUNJTkVcU1RFQU18REVNQU5EX0tCVFU"
"320","Center for Comparative Medicine","Center for Comparative Medicine","CTR COMP MED","4684","03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","1 - Fire Resistive","P - Permanent","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","UC - UC Owned, UC Constructed","G100 - Garamendi: OMP 100% Other Funding","COUNTY ROAD 98",2,32,14279,28902,145,6510,97,976,0,488,8071,17632,57,25703,3199,29047,28975,28975,25703,1998,"1998-10-01T07:00:00Z",NA,NA,NA,0,14544450,19934883,"2014-02-05T08:00:00Z",82,"Laboratory",14932,"SCHOOL OF VETERINARY MEDICINE","No",14,"No","Office",2642,"CENTER FOR COMPARATIVE MEDICINE","4684","No","No","4684","4684","ChilledWater","Monthly Average CDD","A0EbgZy4oKQ9kiBiZJTW7eugwHOGLq_WH5RGdEZiQlqSuWwmDLegUWTPl8NS2rj3FJDGwVVRJTC1BRlxDRUZTXFVDREFWSVNcQlVJTERJTkdTXENFTlRFUiBGT1IgQ09NUEFSQVRJVkUgTUVESUNJTkVcQ0hJTExFRFdBVEVSfE1PTlRITFkgQVZFUkFHRSBDREQ"
"321","Center for Comparative Medicine","Center for Comparative Medicine","CTR COMP MED","4684","03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","1 - Fire Resistive","P - Permanent","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","UC - UC Owned, UC Constructed","G100 - Garamendi: OMP 100% Other Funding","COUNTY ROAD 98",2,32,14279,28902,145,6510,97,976,0,488,8071,17632,57,25703,3199,29047,28975,28975,25703,1998,"1998-10-01T07:00:00Z",NA,NA,NA,0,14544450,19934883,"2014-02-05T08:00:00Z",82,"Laboratory",14932,"SCHOOL OF VETERINARY MEDICINE","No",14,"No","Office",2642,"CENTER FOR COMPARATIVE MEDICINE","4684","No","No","4684","4684","Steam","klb Cost","A0EbgZy4oKQ9kiBiZJTW7eugwfUe-7i435hGcC_RciafIiA92B6FkAJjV8tSUbUCpKqzwVVRJTC1BRlxDRUZTXFVDREFWSVNcQlVJTERJTkdTXENFTlRFUiBGT1IgQ09NUEFSQVRJVkUgTUVESUNJTkVcU1RFQU18S0xCIENPU1Q"
"322","Center for Comparative Medicine","Center for Comparative Medicine","CTR COMP MED","4684","03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","1 - Fire Resistive","P - Permanent","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","UC - UC Owned, UC Constructed","G100 - Garamendi: OMP 100% Other Funding","COUNTY ROAD 98",2,32,14279,28902,145,6510,97,976,0,488,8071,17632,57,25703,3199,29047,28975,28975,25703,1998,"1998-10-01T07:00:00Z",NA,NA,NA,0,14544450,19934883,"2014-02-05T08:00:00Z",82,"Laboratory",14932,"SCHOOL OF VETERINARY MEDICINE","No",14,"No","Office",2642,"CENTER FOR COMPARATIVE MEDICINE","4684","No","No","4684","4684","Steam","Demand kBTUperHr","A0EbgZy4oKQ9kiBiZJTW7eugwfUe-7i435hGcC_RciafIiADdIURK6yx1AMH7EqfSVCBwVVRJTC1BRlxDRUZTXFVDREFWSVNcQlVJTERJTkdTXENFTlRFUiBGT1IgQ09NUEFSQVRJVkUgTUVESUNJTkVcU1RFQU18REVNQU5EIEtCVFVQRVJIUg"
"323","Center for Comparative Medicine","Center for Comparative Medicine","CTR COMP MED","4684","03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","1 - Fire Resistive","P - Permanent","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","UC - UC Owned, UC Constructed","G100 - Garamendi: OMP 100% Other Funding","COUNTY ROAD 98",2,32,14279,28902,145,6510,97,976,0,488,8071,17632,57,25703,3199,29047,28975,28975,25703,1998,"1998-10-01T07:00:00Z",NA,NA,NA,0,14544450,19934883,"2014-02-05T08:00:00Z",82,"Laboratory",14932,"SCHOOL OF VETERINARY MEDICINE","No",14,"No","Office",2642,"CENTER FOR COMPARATIVE MEDICINE","4684","No","No","4684","4684","ChilledWater","Chilled_Water_Demand","A0EbgZy4oKQ9kiBiZJTW7eugwHOGLq_WH5RGdEZiQlqSuWwsJvFD4ORsVUdZSuOVjRlXAVVRJTC1BRlxDRUZTXFVDREFWSVNcQlVJTERJTkdTXENFTlRFUiBGT1IgQ09NUEFSQVRJVkUgTUVESUNJTkVcQ0hJTExFRFdBVEVSfENISUxMRURfV0FURVJfREVNQU5E"
"324","Center for Comparative Medicine","Center for Comparative Medicine","CTR COMP MED","4684","03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","1 - Fire Resistive","P - Permanent","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","UC - UC Owned, UC Constructed","G100 - Garamendi: OMP 100% Other Funding","COUNTY ROAD 98",2,32,14279,28902,145,6510,97,976,0,488,8071,17632,57,25703,3199,29047,28975,28975,25703,1998,"1998-10-01T07:00:00Z",NA,NA,NA,0,14544450,19934883,"2014-02-05T08:00:00Z",82,"Laboratory",14932,"SCHOOL OF VETERINARY MEDICINE","No",14,"No","Office",2642,"CENTER FOR COMPARATIVE MEDICINE","4684","No","No","4684","4684","ChilledWater","ChilledWater_EUI","A0EbgZy4oKQ9kiBiZJTW7eugwHOGLq_WH5RGdEZiQlqSuWwEo52WvyZ-lQKp5-BAZO6UQVVRJTC1BRlxDRUZTXFVDREFWSVNcQlVJTERJTkdTXENFTlRFUiBGT1IgQ09NUEFSQVRJVkUgTUVESUNJTkVcQ0hJTExFRFdBVEVSfENISUxMRURXQVRFUl9FVUk"
"325","Center for Comparative Medicine","Center for Comparative Medicine","CTR COMP MED","4684","03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","1 - Fire Resistive","P - Permanent","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","UC - UC Owned, UC Constructed","G100 - Garamendi: OMP 100% Other Funding","COUNTY ROAD 98",2,32,14279,28902,145,6510,97,976,0,488,8071,17632,57,25703,3199,29047,28975,28975,25703,1998,"1998-10-01T07:00:00Z",NA,NA,NA,0,14544450,19934883,"2014-02-05T08:00:00Z",82,"Laboratory",14932,"SCHOOL OF VETERINARY MEDICINE","No",14,"No","Office",2642,"CENTER FOR COMPARATIVE MEDICINE","4684","No","No","4684","4684","Electricity","Rollover Check","A0EbgZy4oKQ9kiBiZJTW7eugwJEcdbzYLtkab90t_9fk0oQqW91G20_ygM5L5l_nQ-KiwVVRJTC1BRlxDRUZTXFVDREFWSVNcQlVJTERJTkdTXENFTlRFUiBGT1IgQ09NUEFSQVRJVkUgTUVESUNJTkVcRUxFQ1RSSUNJVFl8Uk9MTE9WRVIgQ0hFQ0s"
"326","Center for Comparative Medicine","Center for Comparative Medicine","CTR COMP MED","4684","03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","1 - Fire Resistive","P - Permanent","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","UC - UC Owned, UC Constructed","G100 - Garamendi: OMP 100% Other Funding","COUNTY ROAD 98",2,32,14279,28902,145,6510,97,976,0,488,8071,17632,57,25703,3199,29047,28975,28975,25703,1998,"1998-10-01T07:00:00Z",NA,NA,NA,0,14544450,19934883,"2014-02-05T08:00:00Z",82,"Laboratory",14932,"SCHOOL OF VETERINARY MEDICINE","No",14,"No","Office",2642,"CENTER FOR COMPARATIVE MEDICINE","4684","No","No","4684","4684","Electricity","Electricity Last Month Usage","A0EbgZy4oKQ9kiBiZJTW7eugwJEcdbzYLtkab90t_9fk0oQ161sLRH4-wgjwM2B35MVPAVVRJTC1BRlxDRUZTXFVDREFWSVNcQlVJTERJTkdTXENFTlRFUiBGT1IgQ09NUEFSQVRJVkUgTUVESUNJTkVcRUxFQ1RSSUNJVFl8RUxFQ1RSSUNJVFkgTEFTVCBNT05USCBVU0FHRQ"
